EMPLOYEE,<,Baeddan
ID,=,49954001
EMPLOYEE,>,Akikta
EMPLOYEE,=,Aila
EMPLOYEE,<,Banji
ID,>,98453428
ID,<,8401555
EMPLOYEE,>,Cale
ID,>,58286212
SALARY,>,55668920
SALARY,<,39671176
EMPLOYEE,<,Badru
EMPLOYEE,>,Barb
SALARY,=,95759368
ID,>,29383184
EMPLOYEE,=,Calgary
EMPLOYEE,=,Akiva
ID,=,71477491
ID,<,80535914
ID,>,6343349
ID,=,93847074
SALARY,=,58612554
SALARY,<,31339838
ID,>,26666469
EMPLOYEE,<,Bambi
EMPLOYEE,=,Calais
ID,<,65139028
EMPLOYEE,>,Bansi
ID,=,14467695
ID,>,12615354
SALARY,<,93895467
SALARY,>,79566424
EMPLOYEE,>,Bai
ID,<,43019460
ID,<,24057301
SALARY,<,41403571
SALARY,<,61723070
ID,=,6586516
ID,<,28554096
EMPLOYEE,>,Adalynn
ID,=,42671898
EMPLOYEE,<,Addy
SALARY,<,88980787
EMPLOYEE,=,Cage
ID,>,92478705
ID,>,68283911
EMPLOYEE,<,Agoyoanye
SALARY,>,8222506
SALARY,=,19215668
SALARY,>,83738362
SALARY,>,92537140
ID,<,15058
SALARY,>,26681710
EMPLOYEE,=,Callias
ID,>,87695977
SALARY,=,70641641
EMPLOYEE,<,Calanthe
ID,<,452891
ID,>,57433740
SALARY,<,72570099
EMPLOYEE,>,Cady
ID,>,93176969
SALARY,>,45658762
SALARY,<,18891688
EMPLOYEE,<,Aderes
ID,=,82753945
EMPLOYEE,>,Calanthe
EMPLOYEE,>,Ady
ID,>,66552750
SALARY,<,58552527
ID,=,3308579
EMPLOYEE,=,Baki
SALARY,<,37469783
SALARY,>,75594913
ID,=,28234215
EMPLOYEE,>,Albany
EMPLOYEE,=,Balint
EMPLOYEE,<,Adie
EMPLOYEE,>,Alani
EMPLOYEE,<,Adalia
ID,>,42453793
SALARY,<,28875767
SALARY,=,63085680
SALARY,=,89700882
ID,=,37295924
ID,=,12032889
EMPLOYEE,<,Adymn
EMPLOYEE,=,Cale
SALARY,=,93135997
SALARY,<,13397714
EMPLOYEE,<,Caine
SALARY,<,46724750
SALARY,=,20161811
EMPLOYEE,<,Cadenza
SALARY,=,63155539
ID,=,84372106
SALARY,<,31982984
SALARY,=,45197618
EMPLOYEE,=,Barke
ID,>,69672963
SALARY,=,58045122
SALARY,=,93034315
EMPLOYEE,<,Adalyn
EMPLOYEE,>,Adaya
EMPLOYEE,=,Aeryn
ID,>,81029019
EMPLOYEE,=,Admetus
SALARY,>,54345577
ID,<,15616972
ID,>,14530868
ID,>,39017340
ID,=,76568432
ID,<,57624775
ID,=,8085809
EMPLOYEE,=,Calix
ID,=,52787190
ID,>,1279297
ID,>,51902847
SALARY,<,37416738
SALARY,<,73254164
ID,<,29557348
SALARY,=,87561196
SALARY,<,4318870
SALARY,>,62789795
SALARY,<,97509037
EMPLOYEE,=,Banagher
ID,>,40569651
ID,>,59773722
SALARY,=,56993724
EMPLOYEE,=,Baird
SALARY,=,37362560
ID,<,20661464
EMPLOYEE,=,Alani
ID,>,62194045
EMPLOYEE,<,Bade
EMPLOYEE,>,Barak
SALARY,>,37362560
ID,=,79270137
SALARY,=,79689192
ID,>,31482272
ID,>,78100152
SALARY,>,35660506
SALARY,>,25883149
SALARY,<,72937969
ID,<,75308969
EMPLOYEE,=,Afton
SALARY,>,76701759
SALARY,>,81967171
ID,<,61654833
ID,<,28929871
ID,<,20782399
SALARY,<,14810443
EMPLOYEE,=,Adymn
SALARY,<,89630882
EMPLOYEE,=,Cadmus
ID,>,80879054
ID,>,79743553
SALARY,<,47109779
EMPLOYEE,=,Adelle
EMPLOYEE,<,Baqer
ID,=,72848189
SALARY,=,8071640
ID,=,62584515
SALARY,=,28595618
EMPLOYEE,=,Calandra
ID,<,27318554
SALARY,<,70947457
SALARY,<,29675339
ID,<,80810414
ID,>,97044730
ID,>,25914918
EMPLOYEE,=,Bambina
ID,>,81032775
EMPLOYEE,>,Cailean
EMPLOYEE,<,Baines
ID,=,41395845
SALARY,=,87944351
EMPLOYEE,>,Cairbre
EMPLOYEE,=,Adele
ID,<,83501436
ID,<,52319328
EMPLOYEE,=,Acelynn
SALARY,=,72837138
SALARY,<,17093578
ID,>,88322933
EMPLOYEE,=,Cactus
EMPLOYEE,=,Cage
SALARY,>,23945641
SALARY,>,2579282
ID,<,17953526
EMPLOYEE,>,Adaya
ID,<,81081649
SALARY,<,20101941
ID,<,27691111
ID,<,44042159
EMPLOYEE,=,Adele
ID,<,40138818
EMPLOYEE,=,Alannis
SALARY,>,44083717
EMPLOYEE,=,Baldwin
SALARY,=,67771255
EMPLOYEE,>,Afton
EMPLOYEE,<,Ainslie
SALARY,<,20864996
SALARY,<,53243957
EMPLOYEE,>,Balin
EMPLOYEE,>,Cait
SALARY,<,64896910
SALARY,<,10686553
EMPLOYEE,>,Adelie
EMPLOYEE,<,Banks
ID,<,99399530
SALARY,>,8145283
ID,<,52230152
EMPLOYEE,>,Abrielle
ID,=,77511855
SALARY,>,98066185
EMPLOYEE,>,Caliana
SALARY,>,9000674
ID,>,82163077
SALARY,>,61215765
EMPLOYEE,<,Bardot
SALARY,=,808590
EMPLOYEE,>,Bardia
ID,=,29431702
EMPLOYEE,=,Calgary
ID,<,10365665
SALARY,>,57499416
SALARY,>,91372954
EMPLOYEE,>,Calico
SALARY,>,58911088
ID,>,86669769
ID,<,50695126
EMPLOYEE,>,Baqir
ID,=,99318761
ID,=,24401407
SALARY,=,16504489
SALARY,<,69893430
SALARY,>,6068968
SALARY,>,58147989
EMPLOYEE,>,Adria
SALARY,>,91372954
SALARY,=,49807935
EMPLOYEE,=,Barbara
EMPLOYEE,>,Akikta
EMPLOYEE,<,Caliana
EMPLOYEE,=,Baeddan
ID,=,55702479
ID,=,45261796
SALARY,=,14322583
EMPLOYEE,=,Abrianna
EMPLOYEE,<,California
ID,<,52067417
EMPLOYEE,<,Adalyn
EMPLOYEE,<,Caitlyn
EMPLOYEE,>,Bagheera
SALARY,>,4183619
EMPLOYEE,<,Adymn
SALARY,=,31961172
SALARY,>,63674501
EMPLOYEE,=,Caldwell
SALARY,<,21079379
EMPLOYEE,=,Alannis
SALARY,<,11934321
ID,>,18191430
EMPLOYEE,>,Agoyoanye
SALARY,>,88313209
ID,=,86781358
ID,<,44704692
ID,>,66429758
EMPLOYEE,>,Barid
EMPLOYEE,<,Barb
SALARY,>,40770711
EMPLOYEE,<,Cadhla
SALARY,<,40020032
EMPLOYEE,<,Adalia
EMPLOYEE,<,Addy
SALARY,>,43489933
ID,=,23201878
EMPLOYEE,>,Badu
SALARY,>,75565724
SALARY,=,58257113
SALARY,>,20782920
SALARY,<,84179707
EMPLOYEE,<,Admetus
ID,<,66255428
EMPLOYEE,<,Cain
SALARY,>,41386097
SALARY,<,51331756
SALARY,>,30137229
ID,=,71987175
EMPLOYEE,>,Caldwell
SALARY,<,86226208
SALARY,=,98580284
EMPLOYEE,>,Aeryn
ID,<,38551595
EMPLOYEE,>,Banyan
SALARY,<,7009007
ID,<,63813101
EMPLOYEE,>,Barbie
EMPLOYEE,=,Cairbre
EMPLOYEE,>,Agoyoanye
ID,<,85830689
ID,>,4323052
SALARY,>,79503169
ID,<,33594960
ID,=,13647135
ID,>,63023542
EMPLOYEE,>,Bairn
EMPLOYEE,<,Callahan
SALARY,<,34422961
ID,>,51191311
SALARY,>,82293367
EMPLOYEE,=,Callen
ID,<,73624751
EMPLOYEE,>,Bambina
SALARY,>,60043430
ID,=,76054242
SALARY,>,5983501
ID,<,66413119
EMPLOYEE,=,Aira
ID,>,83950929
ID,=,12256121
