SALARY,=,14971950
ID,=,50750337
ID,=,79610356
SALARY,=,81933518
EMPLOYEE,=,Albany
ID,=,24057301
SALARY,=,6340377
EMPLOYEE,=,Cabernet
EMPLOYEE,=,Cahya
EMPLOYEE,=,Caesarea
EMPLOYEE,=,Banks
SALARY,=,47268218
ID,=,97529652
ID,=,95718234
SALARY,=,38797603
ID,=,27380026
EMPLOYEE,=,Baqir
SALARY,=,82092643
ID,=,42067350
EMPLOYEE,=,Aerilyn
SALARY,=,25795867
EMPLOYEE,=,Balint
EMPLOYEE,=,Balthazar
ID,=,25061075
ID,=,57379291
SALARY,=,62206339
SALARY,=,35116059
SALARY,=,71929376
EMPLOYEE,=,Baha
SALARY,=,29761026
SALARY,=,9839141
ID,=,21572537
SALARY,=,16124501
EMPLOYEE,=,Alaric
EMPLOYEE,=,Caimbrie
ID,=,22404067
EMPLOYEE,=,Calico
EMPLOYEE,=,Aidric
EMPLOYEE,=,Caley
ID,=,19783118
EMPLOYEE,=,Alastair
SALARY,=,23724236
ID,=,73777412
EMPLOYEE,=,Barke
ID,=,79968580
EMPLOYEE,=,Aidric
SALARY,=,53660349
SALARY,=,42981863
ID,=,71480274
EMPLOYEE,=,Cadmus
ID,=,24348756
EMPLOYEE,=,Cairbre
ID,=,23006699
SALARY,=,25144159
SALARY,=,28750676
ID,=,38083679
SALARY,=,35528304
EMPLOYEE,=,Caimbrie
SALARY,=,8908805
ID,=,3021545
